id,attribute_type,attribute_name,attribute_value
ammo_0,attack_power,Physical,25
ammo_0,attack_power,Magic,0
ammo_0,attack_power,Fire,0
ammo_0,attack_power,Light,0
ammo_0,attack_power,Holy,0
ammo_0,attack_power,Critical,100
ammo_1,attack_power,Physical,25
ammo_1,attack_power,Magic,0
ammo_1,attack_power,Fire,0
ammo_1,attack_power,Light,0
ammo_1,attack_power,Holy,0
ammo_1,attack_power,Critical,100
ammo_2,attack_power,Physical,90
ammo_2,attack_power,Magic,0
ammo_2,attack_power,Fire,0
ammo_2,attack_power,Light,0
ammo_2,attack_power,Holy,0
ammo_2,attack_power,Critical,100
ammo_3,attack_power,Physical,25
ammo_3,attack_power,Magic,0
ammo_3,attack_power,Fire,0
ammo_3,attack_power,Light,0
ammo_3,attack_power,Holy,0
ammo_3,attack_power,Critical,100
ammo_4,attack_power,Physical,50
ammo_4,attack_power,Magic,150
ammo_4,attack_power,Fire,0
ammo_4,attack_power,Light,0
ammo_4,attack_power,Holy,0
ammo_4,attack_power,Critical,100
ammo_5,attack_power,Physical,13
ammo_5,attack_power,Magic,0
ammo_5,attack_power,Fire,93
ammo_5,attack_power,Light,0
ammo_5,attack_power,Holy,0
ammo_5,attack_power,Critical,100
ammo_6,attack_power,Physical,13
ammo_6,attack_power,Magic,0
ammo_6,attack_power,Fire,93
ammo_6,attack_power,Light,0
ammo_6,attack_power,Holy,0
ammo_6,attack_power,Critical,100
ammo_7,attack_power,Physical,42
ammo_7,attack_power,Magic,0
ammo_7,attack_power,Fire,0
ammo_7,attack_power,Light,0
ammo_7,attack_power,Holy,0
ammo_7,attack_power,Critical,100
ammo_8,attack_power,Physical,42
ammo_8,attack_power,Magic,0
ammo_8,attack_power,Fire,0
ammo_8,attack_power,Light,0
ammo_8,attack_power,Holy,0
ammo_8,attack_power,Critical,100
ammo_9,attack_power,Physical,28
ammo_9,attack_power,Magic,0
ammo_9,attack_power,Fire,0
ammo_9,attack_power,Light,0
ammo_9,attack_power,Holy,0
ammo_9,attack_power,Critical,100
ammo_10,attack_power,Physical,28
ammo_10,attack_power,Magic,0
ammo_10,attack_power,Fire,0
ammo_10,attack_power,Light,0
ammo_10,attack_power,Holy,0
ammo_10,attack_power,Critical,100
ammo_11,attack_power,Physical,30
ammo_11,attack_power,Magic,0
ammo_11,attack_power,Fire,0
ammo_11,attack_power,Light,0
ammo_11,attack_power,Holy,0
ammo_11,attack_power,Critical,100
ammo_12,attack_power,Physical,28
ammo_12,attack_power,Magic,0
ammo_12,attack_power,Fire,0
ammo_12,attack_power,Light,0
ammo_12,attack_power,Holy,0
ammo_12,attack_power,Critical,100
ammo_13,attack_power,Physical,45
ammo_13,attack_power,Magic,0
ammo_13,attack_power,Fire,0
ammo_13,attack_power,Light,0
ammo_13,attack_power,Holy,0
ammo_13,attack_power,Critical,100
ammo_14,attack_power,Physical,28
ammo_14,attack_power,Magic,0
ammo_14,attack_power,Fire,0
ammo_14,attack_power,Light,0
ammo_14,attack_power,Holy,0
ammo_14,attack_power,Critical,100
ammo_15,attack_power,Physical,44
ammo_15,attack_power,Magic,0
ammo_15,attack_power,Fire,0
ammo_15,attack_power,Light,0
ammo_15,attack_power,Holy,0
ammo_15,attack_power,Critical,100
ammo_16,attack_power,Physical,18
ammo_16,attack_power,Magic,0
ammo_16,attack_power,Fire,78
ammo_16,attack_power,Light,0
ammo_16,attack_power,Holy,0
ammo_16,attack_power,Critical,100
ammo_17,attack_power,Physical,65
ammo_17,attack_power,Magic,0
ammo_17,attack_power,Fire,0
ammo_17,attack_power,Light,0
ammo_17,attack_power,Holy,0
ammo_17,attack_power,Critical,100
ammo_18,attack_power,Physical,160
ammo_18,attack_power,Magic,0
ammo_18,attack_power,Fire,0
ammo_18,attack_power,Light,0
ammo_18,attack_power,Holy,0
ammo_18,attack_power,Critical,100
ammo_19,attack_power,Physical,15
ammo_19,attack_power,Magic,0
ammo_19,attack_power,Fire,95
ammo_19,attack_power,Light,0
ammo_19,attack_power,Holy,0
ammo_19,attack_power,Critical,100
ammo_20,attack_power,Physical,15
ammo_20,attack_power,Magic,0
ammo_20,attack_power,Fire,65
ammo_20,attack_power,Light,0
ammo_20,attack_power,Holy,0
ammo_20,attack_power,Critical,100
ammo_21,attack_power,Physical,20
ammo_21,attack_power,Magic,0
ammo_21,attack_power,Fire,80
ammo_21,attack_power,Light,0
ammo_21,attack_power,Holy,0
ammo_21,attack_power,Critical,100
ammo_22,attack_power,Physical,100
ammo_22,attack_power,Magic,0
ammo_22,attack_power,Fire,0
ammo_22,attack_power,Light,0
ammo_22,attack_power,Holy,0
ammo_22,attack_power,Critical,100
ammo_23,attack_power,Physical,100
ammo_23,attack_power,Magic,0
ammo_23,attack_power,Fire,0
ammo_23,attack_power,Light,0
ammo_23,attack_power,Holy,0
ammo_23,attack_power,Critical,100
ammo_24,attack_power,Physical,15
ammo_24,attack_power,Magic,95
ammo_24,attack_power,Fire,0
ammo_24,attack_power,Light,0
ammo_24,attack_power,Holy,0
ammo_24,attack_power,Critical,100
ammo_25,attack_power,Physical,30
ammo_25,attack_power,Magic,0
ammo_25,attack_power,Fire,0
ammo_25,attack_power,Light,0
ammo_25,attack_power,Holy,0
ammo_25,attack_power,Critical,100
ammo_26,attack_power,Physical,25
ammo_26,attack_power,Magic,80
ammo_26,attack_power,Fire,0
ammo_26,attack_power,Light,0
ammo_26,attack_power,Holy,0
ammo_26,attack_power,Critical,100
ammo_27,attack_power,Physical,50
ammo_27,attack_power,Magic,0
ammo_27,attack_power,Fire,150
ammo_27,attack_power,Light,0
ammo_27,attack_power,Holy,0
ammo_27,attack_power,Critical,100
ammo_28,attack_power,Physical,30
ammo_28,attack_power,Magic,0
ammo_28,attack_power,Fire,0
ammo_28,attack_power,Light,0
ammo_28,attack_power,Holy,0
ammo_28,attack_power,Critical,100
ammo_29,attack_power,Physical,50
ammo_29,attack_power,Magic,0
ammo_29,attack_power,Fire,0
ammo_29,attack_power,Light,150
ammo_29,attack_power,Holy,0
ammo_29,attack_power,Critical,100
ammo_30,attack_power,Physical,28
ammo_30,attack_power,Magic,0
ammo_30,attack_power,Fire,0
ammo_30,attack_power,Light,0
ammo_30,attack_power,Holy,0
ammo_30,attack_power,Critical,100
ammo_31,attack_power,Physical,25
ammo_31,attack_power,Magic,0
ammo_31,attack_power,Fire,0
ammo_31,attack_power,Light,0
ammo_31,attack_power,Holy,0
ammo_31,attack_power,Critical,100
ammo_32,attack_power,Physical,15
ammo_32,attack_power,Magic,0
ammo_32,attack_power,Fire,70
ammo_32,attack_power,Light,0
ammo_32,attack_power,Holy,0
ammo_32,attack_power,Critical,100
ammo_33,attack_power,Physical,30
ammo_33,attack_power,Magic,0
ammo_33,attack_power,Fire,0
ammo_33,attack_power,Light,0
ammo_33,attack_power,Holy,0
ammo_33,attack_power,Critical,100
ammo_34,attack_power,Physical,30
ammo_34,attack_power,Magic,40
ammo_34,attack_power,Fire,0
ammo_34,attack_power,Light,0
ammo_34,attack_power,Holy,0
ammo_34,attack_power,Critical,100
ammo_35,attack_power,Physical,13
ammo_35,attack_power,Magic,93
ammo_35,attack_power,Fire,0
ammo_35,attack_power,Light,0
ammo_35,attack_power,Holy,0
ammo_35,attack_power,Critical,100
ammo_36,attack_power,Physical,13
ammo_36,attack_power,Magic,93
ammo_36,attack_power,Fire,0
ammo_36,attack_power,Light,0
ammo_36,attack_power,Holy,0
ammo_36,attack_power,Critical,100
ammo_37,attack_power,Physical,13
ammo_37,attack_power,Magic,0
ammo_37,attack_power,Fire,0
ammo_37,attack_power,Light,93
ammo_37,attack_power,Holy,0
ammo_37,attack_power,Critical,100
ammo_38,attack_power,Physical,13
ammo_38,attack_power,Magic,0
ammo_38,attack_power,Fire,0
ammo_38,attack_power,Light,93
ammo_38,attack_power,Holy,0
ammo_38,attack_power,Critical,100
ammo_39,attack_power,Physical,28
ammo_39,attack_power,Magic,0
ammo_39,attack_power,Fire,0
ammo_39,attack_power,Light,0
ammo_39,attack_power,Holy,0
ammo_39,attack_power,Critical,100
ammo_40,attack_power,Physical,28
ammo_40,attack_power,Magic,0
ammo_40,attack_power,Fire,0
ammo_40,attack_power,Light,0
ammo_40,attack_power,Holy,0
ammo_40,attack_power,Critical,100
ammo_41,attack_power,Physical,28
ammo_41,attack_power,Magic,0
ammo_41,attack_power,Fire,0
ammo_41,attack_power,Light,0
ammo_41,attack_power,Holy,0
ammo_41,attack_power,Critical,100
ammo_42,attack_power,Physical,105
ammo_42,attack_power,Magic,0
ammo_42,attack_power,Fire,0
ammo_42,attack_power,Light,0
ammo_42,attack_power,Holy,0
ammo_42,attack_power,Critical,100
ammo_43,attack_power,Physical,13
ammo_43,attack_power,Magic,0
ammo_43,attack_power,Fire,0
ammo_43,attack_power,Light,0
ammo_43,attack_power,Holy,93
ammo_43,attack_power,Critical,100
